3	2538
3	2539
3	2540
3	2541
3	2542
3	2543
3	2544
3	2545
3	2546
3	2547
3	2548
3	2549
3	2795
3	3275
3	3276
3	3277
3	3278
3	3370
3	3371
3	3372
3	3373
3	3376
3	3377
3	3397
3	3398
3	3399
3	3400
3	4094
3	6412
3	6413
3	6414
3	6415
3	6416
3	6418
3	6419
3	6499
3	6500
3	6501
3	7213
3	7418
3	7420
3	7421
3	7426
3	7428
3	7443
3	7454
3	7457
3	7745
3	7748
3	7751
3	7752
3	7753
3	7754
3	7755
3	7766
3	7771
3	7779
3	7782
3	7786
3	7788
3	7793
3	7795
3	7827
3	7828
3	7857
3	7859
3	7861
3	7863
3	7867
3	7928
3	7929
3	7934
3	8238
3	8604
3	8607
3	10840
3	10841
3	13028
3	13378
3	13380
3	13419
3	13421
3	13464
3	13485
3	13501
3	13503
3	13522
3	13529
3	13536
3	13538
3	13607
3	13612
3	13620
3	13622
3	13626
3	13628
3	13631
3	13635
3	13637
3	13640
3	13642
3	13644
3	13646
3	13648
3	13653
3	13655
3	13657
3	13659
3	13661
3	13663
3	13687
3	13693
3	13695
3	13698
3	13700
3	13702
3	13746
3	13794
3	13815
3	13817
3	13822
3	13836
3	13841
3	13846
3	13858
3	13868
3	13882
3	13887
3	13890
3	13898
3	13905
3	13915
3	13917
3	13931
3	13933
3	13935
3	13937
3	13939
3	13941
3	13943
3	13945
3	13948
3	14293
3	14807
3	14809
3	14810
3	15855
3	15856
3	15861
3	15863
3	15865
3	15906
3	15910
3	15915
3	15933
3	15935
3	17180
3	17181
3	18238
3	18239
3	18240
3	18241
3	18242
3	18243
3	18244
3	18245
3	18246
3	18247
3	18629
3	18630
3	20008
3	20009
3	20010
3	20011
3	20012
3	20013
3	20014
3	20015
3	20016
3	20017
3	20020
3	20023
3	20024
3	20026
3	20028
3	20029
3	20030
3	20031
3	20032
3	20033
3	20034
3	20035
3	20036
3	20051
3	20626
3	20916
3	21143
3	21144
3	21175
3	21931
3	22480
3	22749
3	22750
3	22761
3	23787
3	23799
3	23801
3	23802
3	23803
3	23804
3	24418
3	24801
3	25072
3	25081
3	25082
3	25083
3	25084
3	25086
3	25124
3	25125
3	25126
3	25127
3	25128
3	25255
3	25278
3	25280
3	25283
3	25284
3	25287
3	25305
3	25317
3	25318
3	25320
3	25321
3	25323
3	25339
3	25490
3	25493
3	25498
3	25610
3	25612
3	25613
3	25615
3	25617
3	25618
3	25619
3	25620
3	25621
3	25659
3	25704
3	25954
3	26872
3	26873
3	26874
3	26875
3	26876
3	26878
3	26880
3	26881
3	26882
3	26883
3	26885
3	26887
3	26896
3	26897
3	26900
3	26902
3	26903
3	26906
3	26907
3	26908
3	26909
3	26910
